"","IML_wgt_mn","IML_wgt_sd","monthID","date","year","month"
"130",5.18281938325991,0.363827704356339,"1996apr",1996-04-01,1996,4
"131",15.9045836516425,0.676394194041253,"1996aug",1996-08-01,1996,8
"132",8.05879732739421,0.591982182628062,"1996dec",1996-12-01,1996,12
"133",4.45664272890485,0.887881508078995,"1996feb",1996-02-01,1996,2
"134",6.76453531598513,0.393085501858736,"1996jan",1996-01-01,1996,1
"135",14.0062571537581,0.814345669591759,"1996jul",1996-07-01,1996,7
"136",10.4015441959531,0.887752928647497,"1996jun",1996-06-01,1996,6
"137",4.62954314720812,0.439137055837563,"1996mar",1996-03-01,1996,3
"138",7.5506683640993,0.4502227880331,"1996may",1996-05-01,1996,5
"139",9.95475051264525,0.435338345864662,"1996nov",1996-11-01,1996,11
"140",12.2660054347826,0.364483695652174,"1996oct",1996-10-01,1996,10
"141",14.5449687322342,0.420636725412166,"1996sep",1996-09-01,1996,9
"142",4.55850622406639,0.603983402489627,"1997apr",1997-04-01,1997,4
"143",16.536320754717,0.685377358490566,"1997aug",1997-08-01,1997,8
"144",8.00137885751806,0.512672357189757,"1997dec",1997-12-01,1997,12
"145",5.01067809820733,0.74489477786438,"1997feb",1997-02-01,1997,2
"146",6.21068493150685,0.716986301369863,"1997jan",1997-01-01,1997,1
"147",15.3256462864177,1.14095199015183,"1997jul",1997-07-01,1997,7
"148",10.8147862648914,0.74957953749124,"1997jun",1997-06-01,1997,6
"149",4.20935412026726,0.71818856718634,"1997mar",1997-03-01,1997,3
"150",7.01981182795699,0.626344086021505,"1997may",1997-05-01,1997,5
"151",11.1728131212724,0.544831013916501,"1997nov",1997-11-01,1997,11
"152",14.0479550922213,0.38644747393745,"1997oct",1997-10-01,1997,10
"153",16.2313983205549,0.455093099671413,"1997sep",1997-09-01,1997,9
"154",5.27391983342009,0.708068714211348,"1998apr",1998-04-01,1998,4
"155",17.8523369717324,0.745368038063252,"1998aug",1998-08-01,1998,8
"156",8.34503370786517,0.613573033707865,"1998dec",1998-12-01,1998,12
"157",5.16495381062356,0.905658198614319,"1998feb",1998-02-01,1998,2
"158",6.41629310344828,0.765344827586207,"1998jan",1998-01-01,1998,1
"159",15.1112598695503,0.810744936491589,"1998jul",1998-07-01,1998,7
"160",10.9775900400178,0.543263672743441,"1998jun",1998-06-01,1998,6
"161",4.81073694485115,0.755295265983406,"1998mar",1998-03-01,1998,3
"162",7.25920162381597,0.551894451962111,"1998may",1998-05-01,1998,5
"163",9.73860182370821,0.437575987841945,"1998nov",1998-11-01,1998,11
"164",12.801259181532,0.538649877579573,"1998oct",1998-10-01,1998,10
"165",15.3925745784695,0.453891050583658,"1998sep",1998-09-01,1998,9
"166",5.50806514152772,0.664133385032959,"1999apr",1999-04-01,1999,4
"167",18.240041226488,0.782143777376965,"1999aug",1999-08-01,1999,8
"168",9.40298507462687,0.500746268656716,"1999dec",1999-12-01,1999,12
"169",5.56354740061162,0.631681957186544,"1999feb",1999-02-01,1999,2
"170",6.66065843621399,0.64880658436214,"1999jan",1999-01-01,1999,1
"171",16.7164887307236,0.864689600632661,"1999jul",1999-07-01,1999,7
"172",12.3615384615385,0.900919732441472,"1999jun",1999-06-01,1999,6
"173",5.0249504950495,0.543247524752475,"1999mar",1999-03-01,1999,3
"174",8.0698176907495,0.567792032410533,"1999may",1999-05-01,1999,5
"175",11.951800472255,0.683441558441558,"1999nov",1999-11-01,1999,11
"176",14.7656018829859,0.552992602555481,"1999oct",1999-10-01,1999,10
"177",17.1332148626817,0.488142164781906,"1999sep",1999-09-01,1999,9
"178",6.53258110014104,0.406535025858016,"2000apr",2000-04-01,2000,4
"179",16.7057965730951,0.90627050674444,"2000aug",2000-08-01,2000,8
"180",8.33941908713693,0.523374827109267,"2000dec",2000-12-01,2000,12
"181",5.49794801641587,0.540401276789786,"2000feb",2000-02-01,2000,2
"182",7.72577639751553,0.452173913043478,"2000jan",2000-01-01,2000,1
"183",14.9815175922001,0.973081814328105,"2000jul",2000-07-01,2000,7
"184",10.9829635830892,0.578652155713688,"2000jun",2000-06-01,2000,6
"185",5.78606988989947,0.381091431306845,"2000mar",2000-03-01,2000,3
"186",8.13023182957394,0.393170426065163,"2000may",2000-05-01,2000,5
"187",9.95798644724104,0.741432720232333,"2000nov",2000-11-01,2000,11
"188",13.5814827468398,0.413392552101127,"2000oct",2000-10-01,2000,10
"189",16.2111667859699,0.499427344309234,"2000sep",2000-09-01,2000,9
"190",5.31006220270765,0.325320160995243,"2001apr",2001-04-01,2001,4
"191",17.1855152300713,0.800226830848995,"2001aug",2001-08-01,2001,8
"192",9.57621761658031,0.521865284974093,"2001dec",2001-12-01,2001,12
"193",5.95212669683258,0.73158371040724,"2001feb",2001-02-01,2001,2
"194",6.3175,1.17083333333333,"2001jan",2001-01-01,2001,1
"195",15.2613087674714,0.691200762388818,"2001jul",2001-07-01,2001,7
