"","GBS_weighted_mean","GBS_weighted_median","GBS_weighted_min","GBS_weighted_max","GBS_weighted_Std_dev","monthID","date","year","month"
"186",17.50122,17.5625,15.1875,18.8125,0.543965,"2013aug",2013-08-01,2013,8
"187",8.24187050630088,8.41136946581912,1.53636946581911,11.0886444741831,1.12918026876324,"2013dec",2013-12-01,2013,12
"188",6.180255,6.25,3.75,7.375,0.505805,"2013feb",2013-02-01,2013,2
"189",6.42893277518751,6.61651125076019,2.11651125076019,8.37669774984796,0.928290196634908,"2013jan",2013-01-01,2013,1
"190",17.403265,17.4375,15.5,19.75,0.70194,"2013jul",2013-07-01,2013,7
"191",11.63565,11.5625,10.0625,13.5,0.66323,"2013jun",2013-06-01,2013,6
"192",6.28920106743581,6.23688677318904,4.55856603195671,8.79020751442136,0.673448703864414,"2013mar",2013-03-01,2013,3
"193",8.296945,8.25,7.4375,9.25,0.350355,"2013may",2013-05-01,2013,5
"194",11.5537269484284,11.747851185027,6.98155070694741,13.9256815176483,1.01126848336893,"2013nov",2013-11-01,2013,11
"195",14.676825,14.625,13.125,16.9375,0.51354,"2013oct",2013-10-01,2013,10
"196",16.789955,16.75,15.5625,19.0625,0.53367,"2013sep",2013-09-01,2013,9
"197",5.118545,5.125,3.6875,7.3125,0.51351,"2014apr",2014-04-01,2014,4
"198",17.583825,17.5625,15.4375,20.9375,0.794285,"2014aug",2014-08-01,2014,8
"199",9.36519078600802,9.38532611524647,7.02753630732393,11.4288949039613,0.439730769350893,"2014dec",2014-12-01,2014,12
"200",4.8132183602813,5.02459878583879,1.70280849912845,6.47406383362385,0.759956248121657,"2014feb",2014-02-01,2014,2
"201",6.66749383819379,6.76317931832984,3.42411715753672,7.44408965916492,0.497779190968956,"2014jan",2014-01-01,2014,1
"202",16.20763,16.3125,13.5625,19.25,0.912255,"2014jul",2014-07-01,2014,7
"203",10.730655,10.75,8.8125,13,0.70123,"2014jun",2014-06-01,2014,6
"204",4.77506,5,2.5625,6.1875,0.64201,"2014mar",2014-03-01,2014,3
"205",6.896275,6.6875,4.5,12.1875,1.178125,"2014may",2014-05-01,2014,5
"206",11.6097308918876,11.4815705550577,9.18602076854146,14.277120341574,0.774186808286332,"2014nov",2014-11-01,2014,11
"207",15.178045,15.1875,12.9375,16.9375,0.494085,"2014oct",2014-10-01,2014,10
"208",17.749285,17.75,16.25,19.5,0.554825,"2014sep",2014-09-01,2014,9
"209",4.635065,4.75,2.8125,6.5,0.534195,"2015apr",2015-04-01,2015,4
"210",18.34351,18.5,14.1875,22.4375,1.4531,"2015aug",2015-08-01,2015,8
"211",8.83213247246815,8.95468041459728,3.4091492118333,11.3672802850356,1.15897740660764,"2015dec",2015-12-01,2015,12
"212",5.4853196505912,5.56466719808689,1.68966719808689,8.06418559851202,1.0953884309818,"2015feb",2015-02-01,2015,2
"213",7.03438763278688,7.57074681238616,2.26055774134791,9.01649362477231,1.13744733989071,"2015jan",2015-01-01,2015,1
"214",15.031085,15.125,11.75,18.75,1.20469,"2015jul",2015-07-01,2015,7
"215",10.329275,10.4375,8.1875,12.125,0.747475,"2015jun",2015-06-01,2015,6
"216",4.239325,4.3125,2.125,6.875,0.72796,"2015mar",2015-03-01,2015,3
"217",6.82902,6.875,5.1875,9.6875,0.65126,"2015may",2015-05-01,2015,5
"218",11.94858,11.875,10.0625,13.5625,0.61208,"2015nov",2015-11-01,2015,11
"219",14.57353,14.5,13.5,15.9375,0.44419,"2015oct",2015-10-01,2015,10
"220",17.740925,17.75,16.1875,21.4375,0.706715,"2015sep",2015-09-01,2015,9
"221",6.323355,6.3125,5.0625,7.5,0.41708,"2016apr",2016-04-01,2016,4
"222",18.007445,18.0625,16.0625,21.1875,0.764145,"2016aug",2016-08-01,2016,8
"223",9.1798173843566,9.27780698065601,5.375,10.8371530698066,0.6715413372582,"2016dec",2016-12-01,2016,12
"224",5.87116,5.875,4.1875,7.1875,0.37081,"2016feb",2016-02-01,2016,2
"225",7.563945,7.6875,4.4375,9.8125,0.715035,"2016jan",2016-01-01,2016,1
"226",15.566315,15.6875,13.125,17.875,0.98479,"2016jul",2016-07-01,2016,7
"227",11.415765,11.5,9.5625,13.1875,0.60092,"2016jun",2016-06-01,2016,6
"228",5.872735,6,4.3125,6.5,0.421115,"2016mar",2016-03-01,2016,3
"229",7.847445,7.9375,6.3125,8.9375,0.441375,"2016may",2016-05-01,2016,5
"230",11.8991549816581,12.0349718757642,7.80114331132306,13.3613964294449,0.760453521643434,"2016nov",2016-11-01,2016,11
"231",15.44103,15.3125,14.625,17.3125,0.430265,"2016oct",2016-10-01,2016,10
"232",18.552385,18.625,17,21.5625,0.526685,"2016sep",2016-09-01,2016,9
"233",4.71599,4.8125,2.625,5.875,0.60202,"2017apr",2017-04-01,2017,4
"234",17.17962,16.9375,14.6875,23,1.4316,"2017aug",2017-08-01,2017,8
"235",9.52303162882228,10.0212836815017,-0.774430517711172,14.4201861943688,1.93293053587648,"2017dec",2017-12-01,2017,12
"236",5.6064395768531,5.80163888725864,1.17911115675803,7.13319443629321,1.01855468806855,"2017feb",2017-02-01,2017,2
"237",6.60914,6.8125,3.9375,7.875,0.72537,"2017jan",2017-01-01,2017,1
"238",14.5244,14.25,11.6875,20.8125,1.439435,"2017jul",2017-07-01,2017,7
"239",10.27938,10.375,8.5,12.875,0.77362,"2017jun",2017-06-01,2017,6
"240",4.46734,4.6875,2.5625,5.75,0.68116,"2017mar",2017-03-01,2017,3
"241",7.07429,7.3125,5,8.5,0.74471,"2017may",2017-05-01,2017,5
"242",12.91498,12.75,11.4375,16.3125,0.683795,"2017nov",2017-11-01,2017,11
"243",14.848465,14.8125,13.875,16.5,0.352995,"2017oct",2017-10-01,2017,10
"244",16.77829,16.625,15.1875,21.0625,0.82889,"2017sep",2017-09-01,2017,9
"245",6.22972,6.1875,3.9375,7.625,0.62501,"2018apr",2018-04-01,2018,4
"246",20.071345,20.0625,16.625,23.9375,1.20033,"2018aug",2018-08-01,2018,8
"247",7.338855,7.44071,5.15701,8.542175,0.58305,"2018dec",2018-12-01,2018,12
"248",5.27802488036092,5.30267403346468,2.22971989035463,7.71477928159443,1.01386076523328,"2018feb",2018-02-01,2018,2
"249",7.8143,7.75,4.5,10.375,0.989755,"2018jan",2018-01-01,2018,1
"250",16.38626,16.5625,13.5,19.125,0.996165,"2018jul",2018-07-01,2018,7
"251",10.951785,11,8.75,13.1875,0.84185,"2018jun",2018-06-01,2018,6
