Year,Wk,DateFirst,DateLast,T,SD,PercentWeeklyGrid,PercentDailyPixels
2017,7,2/12/2017,2/18/2017,6,0.6,99.8,23.5
2017,8,2/19/2017,2/25/2017,6.3,0.5,100,77.4
2017,9,2/26/2017,3/4/2017,6,0.8,100,69.2
2017,10,3/5/2017,3/11/2017,4.4,0.7,100,52.4
2017,11,3/12/2017,3/18/2017,4.2,0.5,100,25.7
2017,12,3/19/2017,3/25/2017,4,0.6,100,43.6
2017,13,3/26/2017,4/1/2017,4.4,0.6,100,37.9
2017,14,4/2/2017,4/8/2017,4.2,0.9,100,47.8
2017,15,4/9/2017,4/15/2017,5.3,0.5,100,96
2017,16,4/16/2017,4/22/2017,5.9,0.6,100,60.9
2017,17,4/23/2017,4/29/2017,5.6,0.8,100,24.5
2017,18,4/30/2017,5/6/2017,6.6,0.4,100,53.9
2017,19,5/7/2017,5/13/2017,7.1,0.5,100,94.4
2017,20,5/14/2017,5/20/2017,8.1,0.8,100,72.1
2017,21,5/21/2017,5/27/2017,8.1,0.8,100,58
2017,22,5/28/2017,6/3/2017,8.3,0.4,100,74.2
2017,23,6/4/2017,6/10/2017,8.7,0.5,100,48.1
2017,24,6/11/2017,6/17/2017,10.1,0.3,100,75.7
2017,25,6/18/2017,6/24/2017,11.4,0.8,100,34.9
2017,26,6/25/2017,7/1/2017,12.1,0.9,100,95.3
2017,27,7/2/2017,7/8/2017,14.5,0.6,100,69.9
2017,28,7/9/2017,7/15/2017,15.4,0.9,100,50.1
2017,29,7/16/2017,7/22/2017,16.5,1.6,100,43.1
2017,30,7/23/2017,7/29/2017,14.6,1.4,100,62.6
2017,31,7/30/2017,8/5/2017,16.1,1.7,100,92.1
2017,32,8/6/2017,8/12/2017,17.5,2.4,100,67.5
2017,33,8/13/2017,8/19/2017,17.4,1,100,53.1
2017,34,8/20/2017,8/26/2017,17.2,0.8,100,85.9
2017,35,8/27/2017,9/2/2017,16.9,0.3,100,85.7
2017,36,9/3/2017,9/9/2017,16.2,0.3,100,88
2017,37,9/10/2017,9/16/2017,16.7,0.4,100,91.5
2017,38,9/17/2017,9/23/2017,17.2,0.6,100,27.3
2017,39,9/24/2017,9/30/2017,17.1,0.9,100,64.1
2017,40,10/1/2017,10/7/2017,15.3,0.2,100,97.5
2017,41,10/8/2017,10/14/2017,15.3,0.6,100,78.5
2017,42,10/15/2017,10/21/2017,14.7,0.3,100,69.7
2017,43,10/22/2017,10/28/2017,14.6,0.2,100,82.2
2017,44,10/29/2017,11/4/2017,14.5,0.2,100,98.5
2017,45,11/5/2017,11/11/2017,13.9,1.5,100,61.3
2017,46,11/12/2017,11/18/2017,12.2,0.7,100,48
2017,47,11/19/2017,11/25/2017,11.5,0.3,100,59.2
2017,48,11/26/2017,12/2/2017,11.1,0.3,100,77.4
2017,49,12/3/2017,12/9/2017,10.7,0.5,88,27.6
2017,50,12/10/2017,12/16/2017,10,0.3,71.8,12.1
2017,51,12/17/2017,12/23/2017,9.8,0.9,99.4,18.4
2017,52,12/24/2017,12/30/2017,9.2,0.4,46.5,7.3
2018,1,1/1/2018,1/7/2018,8.9,0.9,97.6,17.7
2018,2,1/8/2018,1/14/2018,8.1,0.8,100,38.8
2018,3,1/15/2018,1/21/2018,8.4,0.8,100,16.3
2018,4,1/22/2018,1/28/2018,8.3,0.5,100,52.2
2018,5,1/29/2018,2/4/2018,7.1,0.5,85.5,16.1
2018,6,2/5/2018,2/11/2018,6.8,0.4,100,21.2
2018,7,2/12/2018,2/18/2018,6.7,0.4,100,38
2018,8,2/19/2018,2/25/2018,6.3,0.4,100,63.3
2018,9,2/26/2018,3/4/2018,6.1,0.6,100,39.9
2018,10,3/5/2018,3/11/2018,6.5,0.3,96.9,39.9
2018,11,3/12/2018,3/18/2018,6.4,0.4,99.2,36.1
2018,12,3/19/2018,3/25/2018,6.2,0.4,97.6,24.9
2018,13,3/26/2018,4/1/2018,7,0.6,100,58.2
2018,14,4/2/2018,4/8/2018,6.8,0.7,100,63.1
2018,15,4/9/2018,4/15/2018,5.9,0.8,100,51.7
2018,16,4/16/2018,4/22/2018,5.8,0.4,100,74.7
2018,17,4/23/2018,4/29/2018,6.8,0.3,100,61.6
2018,18,4/30/2018,5/6/2018,7.4,0.3,100,49.6
2018,19,5/7/2018,5/13/2018,7.8,0.4,100,53.1
2018,20,5/14/2018,5/20/2018,7.9,0.7,97.9,29.8
2018,21,5/21/2018,5/27/2018,8.7,0.4,100,64.4
2018,22,5/28/2018,6/3/2018,9.5,0.4,100,55.7
2018,23,6/4/2018,6/10/2018,10.2,0.4,100,83.9
2018,24,6/11/2018,6/17/2018,10.8,0.7,100,86.9
2018,25,6/18/2018,6/24/2018,12,0.9,100,81.5
2018,26,6/25/2018,7/1/2018,12.7,0.6,100,65.9
2018,27,7/2/2018,7/8/2018,15.3,0.7,100,61.8
2018,28,7/9/2018,7/15/2018,16.2,0.7,100,83.9
2018,29,7/16/2018,7/22/2018,15.7,1,100,72.6
2018,30,7/23/2018,7/29/2018,17.8,0.9,100,62
2018,31,7/30/2018,8/5/2018,18.9,1,100,67.6
2018,32,8/6/2018,8/12/2018,20.3,0.6,100,80.8
2018,33,8/13/2018,8/19/2018,20.3,1.9,100,70.6
2018,34,8/20/2018,8/26/2018,18.6,1.7,100,65.8
2018,35,8/27/2018,9/2/2018,18.9,1,100,94.9
2018,36,9/3/2018,9/9/2018,19.6,0.7,100,61.1
2018,37,9/10/2018,9/16/2018,17.7,1.4,100,69.6
2018,38,9/17/2018,9/23/2018,17,0.8,100,66.4
2018,39,9/24/2018,9/30/2018,16.4,0.6,100,79.3
2018,40,10/1/2018,10/7/2018,16,0.5,100,52.4
2018,41,10/8/2018,10/14/2018,15.4,0.6,100,59.1
2018,42,10/15/2018,10/21/2018,14.2,0.2,100,92.4
2018,43,10/22/2018,10/28/2018,13,0.4,96.2,33.6
2018,44,10/29/2018,11/4/2018,12.3,0.4,100,71.3
2018,45,11/5/2018,11/11/2018,12.1,0.4,100,62.7
2018,46,11/12/2018,11/18/2018,11.2,0.5,98.4,29.3
2018,47,11/19/2018,11/25/2018,10.1,0.4,100,41.6
2018,48,11/26/2018,12/2/2018,9.3,0.7,99.6,44.4
2018,49,12/3/2018,12/9/2018,8.8,0.2,99.7,30.2
2018,50,12/10/2018,12/16/2018,7.8,0.6,100,31.5
2018,51,12/17/2018,12/23/2018,7.8,0.6,100,27
2018,52,12/24/2018,12/30/2018,7.5,0.4,100,57
2019,1,1/1/2019,1/7/2019,7.2,0.5,99.9,44
2019,2,1/8/2019,1/14/2019,6.4,0.7,73.7,14.8
2019,3,1/15/2019,1/21/2019,5.2,0.9,100,32.2
2019,4,1/22/2019,1/28/2019,5.8,0.4,100,57.4
2019,5,1/29/2019,2/4/2019,5.1,0.9,100,40.9
2019,6,2/5/2019,2/11/2019,4.7,1.1,100,54.7
2019,7,2/12/2019,2/18/2019,4,0.8,98.7,33.7
2019,8,2/19/2019,2/25/2019,4.1,0.7,100,47.7
2019,9,2/26/2019,3/4/2019,3.9,0.5,99.3,32.6
2019,10,3/5/2019,3/11/2019,3.4,0.5,100,66.4
2019,11,3/12/2019,3/18/2019,3.6,0.6,100,90.4
2019,12,3/19/2019,3/25/2019,3.6,0.7,100,91.3
2019,13,3/26/2019,4/1/2019,3.8,0.7,100,86.7
2019,14,4/2/2019,4/8/2019,4,0.7,100,59.2
2019,15,4/9/2019,4/15/2019,4.3,0.7,100,39.5
2019,16,4/16/2019,4/22/2019,5.1,0.6,100,65.3
2019,17,4/23/2019,4/29/2019,5.6,0.5,100,57.4
2019,18,4/30/2019,5/6/2019,6.3,0.6,100,22.4
2019,19,5/7/2019,5/13/2019,6.2,0.8,100,80.2
2019,20,5/14/2019,5/20/2019,6.3,0.6,100,48.4
2019,21,5/21/2019,5/27/2019,7.3,0.4,100,67.9
2019,22,5/28/2019,6/3/2019,8.3,0.5,100,28.3
2019,23,6/4/2019,6/10/2019,9,0.5,100,68
2019,24,6/11/2019,6/17/2019,10,0.6,100,59.9
2019,25,6/18/2019,6/24/2019,11.2,0.6,100,64.7
2019,26,6/25/2019,7/1/2019,13.2,0.6,100,50.2
2019,27,7/2/2019,7/8/2019,13.8,0.8,100,81.2
2019,28,7/9/2019,7/15/2019,14.2,1,100,80.4
2019,29,7/16/2019,7/22/2019,15.7,0.7,100,73.6
2019,30,7/23/2019,7/29/2019,17.1,0.7,100,76.2
2019,31,7/30/2019,8/5/2019,18.2,1,100,89.5
2019,32,8/6/2019,8/12/2019,17.3,1.1,100,99.5
2019,33,8/13/2019,8/19/2019,18.2,0.7,100,67.5
2019,34,8/20/2019,8/26/2019,18.5,0.7,100,92.6
2019,35,8/27/2019,9/2/2019,18,1,100,96.5
2019,36,9/3/2019,9/9/2019,16.6,0.7,100,64.7
2019,37,9/10/2019,9/16/2019,15.5,0.2,100,97.7
2019,38,9/17/2019,9/23/2019,15.8,0.4,100,88.2
2019,39,9/24/2019,9/30/2019,15.9,0.2,100,100
2019,40,10/1/2019,10/7/2019,14.7,0.4,100,65.1
2019,41,10/8/2019,10/14/2019,14.4,0.4,75.2,15
2019,42,10/15/2019,10/21/2019,13.7,0.4,100,67.8
2019,43,10/22/2019,10/28/2019,13.8,0.8,100,59.7
2019,44,10/29/2019,11/4/2019,12.7,0.5,100,85.3
2019,45,11/5/2019,11/11/2019,12.2,0.2,100,78.3
2019,46,11/12/2019,11/18/2019,11.7,0.2,99.9,33
2019,47,11/19/2019,11/25/2019,10.9,0.4,100,68.7
2019,48,11/26/2019,12/2/2019,10.4,0.4,100,45
2019,49,12/3/2019,12/9/2019,9.4,0.3,100,55.2
2019,50,12/10/2019,12/16/2019,9,0.3,93.2,31.5
2019,51,12/17/2019,12/23/2019,8.6,0.3,100,25.3
2019,52,12/24/2019,12/30/2019,8,0.2,100,67.8
2020,1,1/1/2020,1/7/2020,7.6,0.3,99.9,36.7
2020,2,1/8/2020,1/14/2020,7.2,0.3,100,40
2020,3,1/15/2020,1/21/2020,7.4,0.4,100,25.4
2020,4,1/22/2020,1/28/2020,6.4,0.4,100,78.9
2020,5,1/29/2020,2/4/2020,6.5,0.3,100,46.7
2020,6,2/5/2020,2/11/2020,6.4,0.2,100,42.3
2020,7,2/12/2020,2/18/2020,6,0.3,100,52.2
2020,8,2/19/2020,2/25/2020,5.7,0.6,100,74.7
2020,9,2/26/2020,3/3/2020,5.5,0.5,100,53.4
2020,10,3/4/2020,3/10/2020,5.4,0.5,100,85.7
2020,11,3/11/2020,3/17/2020,5.2,0.4,100,96.4
2020,12,3/18/2020,3/24/2020,5.3,0.6,100,56.1
2020,13,3/25/2020,3/31/2020,5.2,0.7,100,47
2020,14,4/1/2020,4/7/2020,4.6,0.5,100,47.6
2020,15,4/8/2020,4/14/2020,5.4,0.4,100,95.1
2020,16,4/15/2020,4/21/2020,5.9,0.4,100,70.8
2020,17,4/22/2020,4/28/2020,6.1,0.4,100,62.6
2020,18,4/29/2020,5/5/2020,6.2,0.3,100,77.2
2020,19,5/6/2020,5/12/2020,6.4,0.4,100,72.2
2020,20,5/13/2020,5/19/2020,6.9,0.3,100,98.3
2020,21,5/20/2020,5/26/2020,7.6,0.3,100,90.9
2020,22,5/27/2020,6/2/2020,8.5,0.3,100,50.3
2020,23,6/3/2020,6/9/2020,9.2,0.4,100,63
2020,24,6/10/2020,6/16/2020,10.1,0.5,100,33.1
2020,25,6/17/2020,6/23/2020,13.1,0.6,100,55
2020,26,6/24/2020,6/30/2020,14.1,1.7,100,44.3
2020,27,7/1/2020,7/7/2020,15.7,3.2,100,71.9
2020,28,7/8/2020,7/14/2020,16.3,3.6,99.9,55.7
2020,29,7/15/2020,7/21/2020,17.2,1.5,100,73.7
2020,30,7/22/2020,7/28/2020,17.7,0.9,100,74.1
2020,31,7/29/2020,8/4/2020,18.5,0.7,100,74.2
2020,32,8/5/2020,8/11/2020,19.1,0.9,100,69
2020,33,8/12/2020,8/18/2020,19.6,0.5,100,73.9
2020,34,8/19/2020,8/25/2020,17.5,0.8,100,75
2020,35,8/26/2020,9/1/2020,17.1,0.3,100,99
2020,36,9/2/2020,9/8/2020,17.7,0.4,100,86.4
2020,37,9/9/2020,9/15/2020,18.2,0.4,100,73.7
2020,38,9/16/2020,9/22/2020,15.6,0.4,100,83.1
2020,39,9/23/2020,9/29/2020,14.3,0.4,100,87.3
2020,40,9/30/2020,10/6/2020,15.3,0.5,100,73.3
2020,41,10/7/2020,10/13/2020,14.5,0.3,100,90.6
2020,42,10/14/2020,10/20/2020,14.4,0.2,100,84.3
2020,43,10/21/2020,10/27/2020,13.9,0.3,100,53.3
2020,44,10/28/2020,11/3/2020,12.7,0.3,100,39.2
2020,45,11/4/2020,11/10/2020,12.5,0.2,100,99.6
2020,46,11/11/2020,11/17/2020,12.3,0.4,100,63.7
2020,47,11/18/2020,11/24/2020,11.6,0.5,100,48.3
2020,48,11/25/2020,12/1/2020,11.2,0.6,100,37.6
2020,49,12/2/2020,12/8/2020,11,0.5,100,36.1
2020,50,12/9/2020,12/15/2020,10.5,0.5,100,40.3
2020,51,12/16/2020,12/22/2020,9.7,0.4,82.4,16.2
2020,52,12/23/2020,12/29/2020,9.4,0.3,100,56.4
2021,1,1/1/2021,1/7/2021,9.2,0.4,99.8,14.3
2021,2,1/8/2021,1/14/2021,8.4,0.6,98.8,26.7
2021,3,1/15/2021,1/21/2021,8.3,0.4,96.7,51.3
2021,4,1/22/2021,1/28/2021,7.4,0.4,100,31.2
2021,5,1/29/2021,2/4/2021,7.4,0.6,71,14.5
2021,6,2/5/2021,2/11/2021,7,0.4,100,31.1
2021,7,2/12/2021,2/18/2021,6.6,0.4,91.6,16.6
2021,8,2/19/2021,2/25/2021,5.9,0.4,100,45.9
2021,9,2/26/2021,3/4/2021,5.6,0.3,100,72.9
2021,10,3/5/2021,3/11/2021,4.9,0.6,100,49.9
2021,11,3/12/2021,3/18/2021,4.9,0.5,100,62.5
2021,12,3/19/2021,3/25/2021,5.1,0.5,100,84.3
2021,13,3/26/2021,4/1/2021,5.4,0.3,100,73.3
2021,14,4/2/2021,4/8/2021,4.8,1,100,38.3
2021,15,4/9/2021,4/15/2021,5.2,0.8,100,86.7
2021,16,4/16/2021,4/22/2021,6.1,0.4,100,79.6
2021,17,4/23/2021,4/29/2021,6.7,0.4,100,86.8
2021,18,4/30/2021,5/6/2021,7.1,0.3,100,63.6
2021,19,5/7/2021,5/13/2021,7.4,0.2,100,65.2
2021,20,5/14/2021,5/20/2021,8.9,0.4,100,99.9
2021,21,5/21/2021,5/27/2021,8.9,0.4,100,80.9
2021,22,5/28/2021,6/3/2021,9.2,0.5,100,48.6
2021,23,6/4/2021,6/10/2021,11.6,0.4,100,50.1
2021,24,6/11/2021,6/17/2021,11.9,0.6,100,79.9
2021,25,6/18/2021,6/24/2021,14,0.9,100,88.4
2021,26,6/25/2021,7/1/2021,16.1,1.2,100,73.2
2021,27,7/2/2021,7/8/2021,15.6,0.4,100,67.1
2021,28,7/9/2021,7/15/2021,16.4,0.6,100,56
2021,29,7/16/2021,7/22/2021,17.5,0.8,100,74.3
2021,30,7/23/2021,7/29/2021,16.3,1,100,77.4
2021,31,7/30/2021,8/5/2021,16.9,0.8,100,75.3
2021,32,8/6/2021,8/12/2021,19,0.8,100,67.3
2021,33,8/13/2021,8/19/2021,19.8,0.6,100,94.2
2021,34,8/20/2021,8/26/2021,19.4,1,100,93
2021,35,8/27/2021,9/2/2021,19.1,0.9,100,78.5
2021,36,9/3/2021,9/9/2021,17.7,0.5,100,85.4
2021,37,9/10/2021,9/16/2021,17.4,0.5,100,94.8
2021,38,9/17/2021,9/23/2021,17.8,0.6,100,77.7
2021,39,9/24/2021,9/30/2021,17.9,0.5,100,83.9
2021,40,10/1/2021,10/7/2021,17.2,0.5,100,80.3
2021,41,10/8/2021,10/14/2021,16.3,0.6,100,96.8
2021,42,10/15/2021,10/21/2021,16,0.5,100,97.3
2021,43,10/22/2021,10/28/2021,15.1,0.5,100,48.9
2021,44,10/29/2021,11/4/2021,13.9,1.1,100,66.1
2021,45,11/5/2021,11/11/2021,12.8,1.5,100,74.6
2021,46,11/12/2021,11/18/2021,12.1,0.7,100,70.6
2021,47,11/19/2021,11/25/2021,11.4,0.2,100,62.9
2021,48,11/26/2021,12/2/2021,11,0.3,100,47.3
2021,49,12/3/2021,12/9/2021,10.6,0.4,100,54.1
2021,50,12/10/2021,12/16/2021,10.3,0.3,100,51.9
2021,51,12/17/2021,12/23/2021,10.2,0.4,100,43.7
2021,52,12/24/2021,12/30/2021,8.4,0.5,17.5,2.6
2022,1,1/1/2022,1/7/2022,8.9,0.4,100,31.7
2022,2,1/8/2022,1/14/2022,8.5,0.2,97.6,32.3
2022,3,1/15/2022,1/21/2022,7.6,0.4,100,49.5
2022,4,1/22/2022,1/28/2022,6.9,0.7,79.8,16.8
2022,5,1/29/2022,2/4/2022,6.8,0.4,100,28.4
2022,6,2/5/2022,2/11/2022,7,0.3,100,45.6
2022,7,2/12/2022,2/18/2022,6.6,0.5,100,48.4
2022,8,2/19/2022,2/25/2022,6.5,0.6,100,48.6
2022,9,2/26/2022,3/4/2022,5.9,0.6,99.8,41.6
2022,10,3/5/2022,3/11/2022,5.9,0.4,100,59.4
2022,11,3/12/2022,3/18/2022,6.3,0.3,100,63.6
2022,12,3/19/2022,3/25/2022,6.1,0.4,100,54.6
2022,13,3/26/2022,4/1/2022,6.5,0.3,100,56.9
2022,14,4/2/2022,4/8/2022,6.1,0.3,100,85.1
2022,15,4/9/2022,4/15/2022,6.5,0.3,100,62
2022,16,4/16/2022,4/22/2022,7,0.2,100,87.7
2022,17,4/23/2022,4/29/2022,7.4,0.2,100,75.1
2022,18,4/30/2022,5/6/2022,7.4,0.3,100,64.4
2022,19,5/7/2022,5/13/2022,8.6,0.8,96.5,32.8
2022,20,5/14/2022,5/20/2022,9.8,1.8,100,60
2022,21,5/21/2022,5/27/2022,9.9,1.4,100,77.6
2022,22,5/28/2022,6/3/2022,10.5,0.5,100,63.8
2022,23,6/4/2022,6/10/2022,11.5,0.4,100,53.8
2022,24,6/11/2022,6/17/2022,12.1,0.7,100,72.9
2022,25,6/18/2022,6/24/2022,12.2,0.6,100,79.5
2022,26,6/25/2022,7/1/2022,14,0.6,100,94.8
2022,27,7/2/2022,7/8/2022,15.1,0.6,100,71.4
2022,28,7/9/2022,7/15/2022,16.8,0.5,100,80.3
2022,29,7/16/2022,7/22/2022,17.2,0.9,100,71.2
2022,30,7/23/2022,7/29/2022,19,0.6,100,82.9
2022,31,7/30/2022,8/5/2022,19.8,0.4,100,83.6
2022,32,8/6/2022,8/12/2022,20.3,0.5,100,66.7
2022,33,8/13/2022,8/19/2022,18.9,0.5,100,80.3
2022,34,8/20/2022,8/26/2022,18.3,0.5,100,64
2022,35,8/27/2022,9/2/2022,19,0.5,100,94.4
2022,36,9/3/2022,9/9/2022,19.1,0.5,100,83.3
2022,37,9/10/2022,9/16/2022,18.3,0.6,100,83.2
2022,38,9/17/2022,9/23/2022,17.5,0.4,100,64
2022,39,9/24/2022,9/30/2022,16.1,0.3,100,58.1
2022,40,10/1/2022,10/7/2022,15.8,0.6,91.6,24.1
2022,41,10/8/2022,10/14/2022,15.2,0.4,100,89
2022,42,10/15/2022,10/21/2022,15.7,0.3,100,73.7
2022,43,10/22/2022,10/28/2022,15.7,0.3,100,77.9
2022,44,10/29/2022,11/4/2022,14.9,0.6,100,96.9
2022,45,11/5/2022,11/11/2022,14.5,0.3,100,100
2022,46,11/12/2022,11/18/2022,13.7,0.4,100,31.1
2022,47,11/19/2022,11/25/2022,12.7,0.6,100,69.2
2022,48,11/26/2022,12/2/2022,12.1,0.9,100,48.2
2022,49,12/3/2022,12/9/2022,11.2,0.6,100,48.9
2022,50,12/10/2022,12/16/2022,9.9,0.5,58,8.3
2022,51,12/17/2022,12/23/2022,9.5,0.7,91,33.7
2022,52,12/24/2022,12/30/2022,9.2,0.2,100,31.9
2023,1,1/1/2023,1/7/2023,8.9,0.2,100,53
2023,2,1/8/2023,1/14/2023,8.3,0.2,100,28.4
2023,3,1/15/2023,1/21/2023,8.6,0.3,99.2,29.9
2023,4,1/22/2023,1/28/2023,8.1,0.4,100,39.1
2023,5,1/29/2023,2/4/2023,8.1,0.3,100,41.4
2023,6,2/5/2023,2/11/2023,7.5,0.3,100,52.3
2023,7,2/12/2023,2/18/2023,6.8,0.4,100,46.2
2023,8,2/19/2023,2/25/2023,6.5,0.6,100,29.2
2023,9,2/26/2023,3/4/2023,6.8,0.3,82.4,17.3
2023,10,3/5/2023,3/11/2023,6.6,0.2,100,53.4
2023,11,3/12/2023,3/18/2023,6.4,0.3,100,46.2
2023,12,3/19/2023,3/25/2023,6.4,0.2,100,84.8
2023,13,3/26/2023,4/1/2023,6.5,0.2,100,71.8
2023,14,4/2/2023,4/8/2023,6.3,0.4,100,53.8
2023,15,4/9/2023,4/15/2023,6.7,0.5,100,98.5
2023,16,4/16/2023,4/22/2023,7.2,0.3,100,72.7
2023,17,4/23/2023,4/29/2023,7.2,0.5,100,58
2023,18,4/30/2023,5/6/2023,7.9,0.3,100,57
2023,19,5/7/2023,5/13/2023,8.2,0.4,100,99.8
2023,20,5/14/2023,5/20/2023,8.5,0.5,100,94.9
2023,21,5/21/2023,5/27/2023,8.8,0.6,100,75.5
2023,22,5/28/2023,6/3/2023,10.7,0.3,100,85.4
2023,23,6/4/2023,6/10/2023,10.1,0.4,100,59
2023,24,6/11/2023,6/17/2023,11.2,0.6,100,89.3
2023,25,6/18/2023,6/24/2023,12,0.6,100,79.2
2023,26,6/25/2023,7/1/2023,15,0.5,100,45.2
2023,27,7/2/2023,7/8/2023,15.6,0.7,100,42.1
2023,28,7/9/2023,7/15/2023,17.2,0.8,100,76.5
2023,29,7/16/2023,7/22/2023,18.5,1,100,66.5
2023,30,7/23/2023,7/29/2023,19.6,0.8,100,86.9
2023,31,7/30/2023,8/5/2023,18.1,0.8,100,100
2023,32,8/6/2023,8/12/2023,17.7,0.9,100,90.9
2023,33,8/13/2023,8/19/2023,18.4,0.6,100,52.3
2023,34,8/20/2023,8/26/2023,17.8,0.3,100,82.9
2023,35,8/27/2023,9/2/2023,17.2,0.5,100,51.7
2023,36,9/3/2023,9/9/2023,16.8,0.4,100,78.3
2023,37,9/10/2023,9/16/2023,18.4,0.3,100,46.8
2023,38,9/17/2023,9/23/2023,14.5,0.3,100,95
2023,39,9/24/2023,9/30/2023,14.2,0.4,100,57.2
2023,40,10/1/2023,10/7/2023,14.6,0.4,100,72.5
2023,41,10/8/2023,10/14/2023,14.6,0.2,100,98.7
2023,42,10/15/2023,10/21/2023,14.4,0.4,100,76.8
2023,43,10/22/2023,10/28/2023,13.8,0.3,100,93.4
2023,44,10/29/2023,11/4/2023,12.7,0.2,100,46.3
2023,45,11/5/2023,11/11/2023,12.2,0.2,100,64.6
2023,46,11/12/2023,11/18/2023,10.9,0.3,100,38.4
2023,47,11/19/2023,11/25/2023,10.3,0.2,100,53.2
2023,48,11/26/2023,12/2/2023,9.4,0.4,100,74.8
2023,49,12/3/2023,12/9/2023,8.6,0.5,100,45.2
2023,50,12/10/2023,12/16/2023,8.6,0.4,100,72.8
2023,51,12/17/2023,12/23/2023,8,0.5,100,38.8
2023,52,12/24/2023,12/30/2023,7.3,0.6,100,60.1
2024,1,1/1/2024,1/7/2024,6.9,0.8,100,21.5
2024,2,1/8/2024,1/14/2024,7.1,0.3,100,78
2024,3,1/15/2024,1/21/2024,7.2,0.4,83.5,14.5
2024,4,1/22/2024,1/28/2024,5.5,0.8,100,24.9
2024,5,1/29/2024,2/4/2024,4.4,1.2,0.2,0
2024,6,2/5/2024,2/11/2024,4.9,0.7,100,41.2
2024,7,2/12/2024,2/18/2024,5.2,0.3,100,47.2
2024,8,2/19/2024,2/25/2024,4.3,0.5,100,52.9
2024,9,2/26/2024,3/3/2024,4.2,0.6,100,61.7
2024,10,3/4/2024,3/10/2024,5,1,61.4,13
2024,11,3/11/2024,3/17/2024,4.3,0.5,100,71.2
2024,12,3/18/2024,3/24/2024,4.5,0.5,100,70.1
2024,13,3/25/2024,3/31/2024,4.5,0.5,100,24
2024,14,4/1/2024,4/7/2024,4.5,0.3,100,58.8
2024,15,4/8/2024,4/14/2024,5.1,0.3,100,71.4
2024,16,4/15/2024,4/21/2024,5.9,0.2,100,73.3
2024,17,4/22/2024,4/28/2024,6.1,0.3,100,100
2024,18,4/29/2024,5/5/2024,6.4,0.4,100,81.9
2024,19,5/6/2024,5/12/2024,7,0.3,100,55.2
2024,20,5/13/2024,5/19/2024,7.4,0.4,100,48
2024,21,5/20/2024,5/26/2024,8.9,0.6,100,84.3
2024,22,5/27/2024,6/2/2024,10.1,1,100,95.6
2024,23,6/3/2024,6/9/2024,10.8,0.9,100,62
2024,24,6/10/2024,6/16/2024,12.9,1,100,85.1
2024,25,6/17/2024,6/23/2024,15,0.6,100,68.1
2024,26,6/24/2024,6/30/2024,14,0.4,100,58.1
2024,27,7/1/2024,7/7/2024,15.5,0.5,100,72.5
2024,28,7/8/2024,7/14/2024,17.6,0.9,89.5,30.3
2024,29,7/15/2024,7/21/2024,18.9,0.4,100,66.6
2024,30,7/22/2024,7/28/2024,17.5,0.6,100,54.1
2024,31,7/29/2024,8/4/2024,17.7,0.8,100,84.8
2024,32,8/5/2024,8/11/2024,18.1,0.8,100,50.5
2024,33,8/12/2024,8/18/2024,18.8,0.4,100,87.9
2024,34,8/19/2024,8/25/2024,18.6,0.7,100,85.2
2024,35,8/26/2024,9/1/2024,18,0.4,100,87.4
2024,36,9/2/2024,9/8/2024,17,0.6,100,46.4
2024,37,9/9/2024,9/15/2024,16.3,0.6,100,95.7
2024,38,9/16/2024,9/22/2024,17.2,0.6,100,41.1
2024,39,9/23/2024,9/29/2024,14.9,0.9,100,53.2
2024,40,9/30/2024,10/6/2024,16.2,0.6,100,79.9
